epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,172.753,1.7968,4.49026,1.33444,0.81433,0.52768,0.64105,0.35612,1.58603,1.32304,1.16299,0.00332982,0.00332982,0.00332982
2,338.631,1.80211,1.49961,1.32912,0.78103,0.34221,0.44226,0.22667,1.76361,2.37482,1.3094,0.00664117,0.00664117,0.00664117
3,501.644,1.97385,1.63775,1.44002,0.66095,0.45387,0.52276,0.26326,1.59331,5.39122,1.24793,0.00993051,0.00993051,0.00993051
4,663.379,1.90113,1.54978,1.39748,0.57203,0.53875,0.55815,0.28238,1.48292,1.35235,1.16192,0.009901,0.009901,0.009901
5,825.08,1.71115,1.26698,1.28048,0.79452,0.72766,0.84401,0.49287,1.2721,0.975,1.02881,0.009868,0.009868,0.009868
6,986.655,1.63113,1.16026,1.23116,0.77814,0.78598,0.86118,0.5234,1.28852,0.80285,1.01442,0.009835,0.009835,0.009835
7,1148.11,1.54757,1.08677,1.18264,0.88108,0.71218,0.87242,0.54406,1.21542,0.78487,0.97906,0.009802,0.009802,0.009802
8,1309.57,1.48583,1.01952,1.16774,0.86442,0.82347,0.9097,0.55375,1.21816,0.72536,0.98176,0.009769,0.009769,0.009769
9,1471.13,1.47876,0.99496,1.15474,0.77717,0.79336,0.8544,0.5504,1.1797,0.85345,0.96185,0.009736,0.009736,0.009736
10,1632.49,1.46112,0.97385,1.1496,0.85224,0.70235,0.85085,0.54259,1.22252,0.91692,0.97859,0.009703,0.009703,0.009703
11,1793.62,1.42397,0.9161,1.12744,0.8558,0.79705,0.90647,0.58657,1.15628,0.64525,0.9334,0.00967,0.00967,0.00967
12,1955.04,1.3984,0.89542,1.11475,0.8349,0.85839,0.91884,0.5778,1.17596,0.66627,0.94284,0.009637,0.009637,0.009637
13,2116.28,1.36006,0.86925,1.10256,0.83755,0.87514,0.92121,0.6052,1.17471,0.63036,0.94561,0.009604,0.009604,0.009604
14,2277.33,1.39004,0.89397,1.10044,0.78616,0.79705,0.8736,0.55013,1.18542,0.73271,0.94855,0.009571,0.009571,0.009571
15,2438.54,1.31055,0.83204,1.07489,0.84687,0.93876,0.94635,0.64161,1.04924,0.60147,0.87799,0.009538,0.009538,0.009538
16,2599.9,1.35915,0.84283,1.10209,0.80213,0.9125,0.92905,0.62835,1.11583,0.61915,0.90665,0.009505,0.009505,0.009505
17,2761.12,1.30671,0.82179,1.07496,0.86411,0.86818,0.93149,0.63527,1.09566,0.67954,0.91262,0.009472,0.009472,0.009472
18,2922.24,1.30835,0.80729,1.07931,0.88075,0.92666,0.9559,0.64662,1.09616,0.59338,0.9072,0.009439,0.009439,0.009439
19,3084.1,1.30199,0.80066,1.07148,0.89398,0.9262,0.966,0.65088,1.05671,0.56769,0.88668,0.009406,0.009406,0.009406
20,3245.47,1.2749,0.79273,1.06524,0.87523,0.90775,0.94242,0.63985,1.06358,0.59396,0.88949,0.009373,0.009373,0.009373
21,3406.66,1.26884,0.80755,1.05714,0.84806,0.94739,0.95215,0.64753,1.0582,0.58626,0.88219,0.00934,0.00934,0.00934
22,3568.06,1.26679,0.78454,1.06235,0.85709,0.95203,0.95036,0.65397,1.04499,0.55198,0.87765,0.009307,0.009307,0.009307
23,3729.35,1.23905,0.76118,1.03727,0.90123,0.90909,0.96284,0.66476,1.02744,0.55089,0.88128,0.009274,0.009274,0.009274
24,3890.96,1.24038,0.75579,1.03752,0.81554,0.96255,0.94863,0.66564,1.02605,0.5493,0.86412,0.009241,0.009241,0.009241
25,4052.55,1.25153,0.76342,1.05976,0.89427,0.96679,0.97441,0.66777,1.02439,0.50593,0.87052,0.009208,0.009208,0.009208
26,4214.14,1.21919,0.72776,1.04558,0.88475,0.90775,0.9401,0.65895,1.00131,0.52421,0.86401,0.009175,0.009175,0.009175
27,4375.54,1.20566,0.75712,1.03335,0.85726,0.95572,0.9573,0.6813,0.97738,0.52884,0.85505,0.009142,0.009142,0.009142
28,4537.29,1.2311,0.75344,1.03456,0.91089,0.95203,0.97123,0.68795,0.99238,0.50632,0.85837,0.009109,0.009109,0.009109
29,4698.59,1.223,0.76234,1.0403,0.88941,0.91995,0.96257,0.68657,0.99319,0.50933,0.86279,0.009076,0.009076,0.009076
30,4859.78,1.2134,0.73477,1.02159,0.90426,0.94105,0.96581,0.67992,1.00029,0.4882,0.86889,0.009043,0.009043,0.009043
31,5021.23,1.22322,0.73422,1.01937,0.91064,0.92251,0.9653,0.69333,1.0153,0.51684,0.86123,0.00901,0.00901,0.00901
32,5182.79,1.19631,0.72224,1.03715,0.89549,0.94096,0.96675,0.68497,0.96942,0.49507,0.8495,0.008977,0.008977,0.008977
33,5344.58,1.17855,0.72739,1.02844,0.89909,0.94096,0.9714,0.70236,0.99745,0.50967,0.8566,0.008944,0.008944,0.008944
34,5506.31,1.17963,0.71396,1.03073,0.89463,0.93727,0.96774,0.69881,0.97976,0.50523,0.85696,0.008911,0.008911,0.008911
35,5667.64,1.16099,0.69891,1.01008,0.92874,0.91374,0.97108,0.69396,0.96564,0.48799,0.84523,0.008878,0.008878,0.008878
