epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,19092.1,1.10768,0.63963,0.98476,0.92751,0.94465,0.9778,0.73564,0.88645,0.43255,0.81545,0.008416,0.008416,0.008416
66,19368.4,1.08726,0.63755,0.98554,0.92724,0.94465,0.97771,0.73548,0.88369,0.43142,0.81412,0.00839125,0.00839125,0.00839125
67,19639.5,1.07028,0.63975,0.97529,0.94044,0.93227,0.9779,0.73551,0.88492,0.43404,0.81427,0.0083665,0.0083665,0.0083665
68,19915,1.10741,0.65641,0.98738,0.9124,0.95941,0.97804,0.73699,0.88405,0.43385,0.8149,0.00834175,0.00834175,0.00834175
69,20192.4,1.08732,0.64011,0.98676,0.93451,0.93358,0.97815,0.73773,0.884,0.43168,0.81411,0.008317,0.008317,0.008317
70,20465.2,1.09121,0.64656,0.98486,0.91296,0.95941,0.97839,0.73775,0.88312,0.43051,0.81393,0.00829225,0.00829225,0.00829225
71,20739.4,1.07948,0.62851,0.98613,0.91308,0.96903,0.97865,0.73756,0.88213,0.42988,0.8132,0.0082675,0.0082675,0.0082675
72,21016.7,1.10359,0.63796,0.99957,0.91897,0.96253,0.97891,0.73895,0.88268,0.42902,0.81298,0.00824275,0.00824275,0.00824275
73,21291.7,1.07664,0.62695,0.98558,0.91901,0.96308,0.97936,0.73794,0.88055,0.43039,0.81302,0.008218,0.008218,0.008218
74,21565.7,1.06962,0.6487,0.97249,0.919,0.96286,0.97932,0.73979,0.88108,0.4297,0.81268,0.00819325,0.00819325,0.00819325
75,21842.6,1.09316,0.62753,0.99001,0.90972,0.97417,0.97753,0.74179,0.87972,0.42729,0.81232,0.0081685,0.0081685,0.0081685
76,22118.4,1.09295,0.62919,0.97806,0.91523,0.9631,0.97717,0.73946,0.87893,0.42768,0.81189,0.00814375,0.00814375,0.00814375
77,22390,1.05974,0.61536,0.97476,0.91887,0.96124,0.97684,0.7396,0.87791,0.42691,0.81227,0.008119,0.008119,0.008119
78,22667.9,1.09028,0.64523,0.9829,0.91866,0.9585,0.97694,0.73775,0.87795,0.42732,0.81178,0.00809425,0.00809425,0.00809425
79,22945,1.06884,0.63186,0.9785,0.91881,0.96048,0.9773,0.73829,0.87683,0.42708,0.81197,0.0080695,0.0080695,0.0080695
80,23216.2,1.083,0.63465,0.97774,0.91645,0.9631,0.97728,0.73676,0.87453,0.42734,0.81018,0.00804475,0.00804475,0.00804475
81,23493.5,1.07349,0.62312,0.97314,0.91517,0.9631,0.97723,0.73855,0.87367,0.42585,0.81036,0.00802,0.00802,0.00802
82,23771.4,1.08948,0.62343,0.99268,0.93408,0.9411,0.97903,0.73974,0.87372,0.42642,0.81029,0.00799525,0.00799525,0.00799525
83,24040.7,1.07,0.61654,0.97793,0.91843,0.9631,0.97884,0.74069,0.87391,0.42632,0.81154,0.0079705,0.0079705,0.0079705
84,24319.2,1.0768,0.63914,0.98822,0.92512,0.95732,0.97854,0.73918,0.87232,0.42616,0.81119,0.00794575,0.00794575,0.00794575
85,24597.1,1.05044,0.60804,0.97231,0.92513,0.95748,0.97852,0.74011,0.87183,0.42609,0.81014,0.007921,0.007921,0.007921
86,24867.2,1.05122,0.63023,0.96316,0.92573,0.95572,0.97848,0.74112,0.87079,0.42432,0.81001,0.00789625,0.00789625,0.00789625
87,25144,1.0801,0.62815,0.98276,0.92394,0.95572,0.97835,0.7413,0.86945,0.42444,0.80947,0.0078715,0.0078715,0.0078715
88,25422,1.04663,0.60743,0.9612,0.92347,0.95572,0.97845,0.74027,0.86871,0.42495,0.80991,0.00784675,0.00784675,0.00784675
89,25691.6,1.06187,0.62952,0.972,0.92735,0.94834,0.97844,0.74037,0.86893,0.42283,0.80991,0.007822,0.007822,0.007822
90,25970.2,1.04374,0.59229,0.97704,0.92714,0.95572,0.9786,0.74165,0.86883,0.42361,0.80989,0.00779725,0.00779725,0.00779725
91,26247.3,1.04624,0.61031,0.96047,0.9281,0.94834,0.97853,0.74179,0.86862,0.42264,0.80951,0.0077725,0.0077725,0.0077725
92,26516.8,1.05495,0.61168,0.97059,0.9313,0.95041,0.97877,0.74236,0.86882,0.42248,0.80923,0.00774775,0.00774775,0.00774775
93,26794.7,1.08676,0.61202,0.98663,0.93129,0.95035,0.97879,0.74443,0.86809,0.42276,0.80889,0.007723,0.007723,0.007723
94,27072,1.0617,0.6225,0.97237,0.9435,0.94834,0.9788,0.74276,0.86808,0.42218,0.80886,0.00769825,0.00769825,0.00769825
95,27342.1,1.06018,0.6165,0.97704,0.94305,0.94834,0.97886,0.74367,0.86767,0.42102,0.80857,0.0076735,0.0076735,0.0076735
96,27619.3,1.04633,0.59456,0.96833,0.94132,0.94834,0.97886,0.7433,0.86792,0.42059,0.80847,0.00764875,0.00764875,0.00764875
97,27896.2,1.03587,0.5959,0.96547,0.94134,0.94834,0.97877,0.74423,0.86679,0.42073,0.80816,0.007624,0.007624,0.007624
98,28168.6,1.03899,0.60036,0.97512,0.94064,0.94834,0.97882,0.74492,0.86572,0.42033,0.80816,0.00759925,0.00759925,0.00759925
99,28444.9,1.04027,0.59485,0.96372,0.93961,0.94834,0.97894,0.74512,0.86555,0.41996,0.80736,0.0075745,0.0075745,0.0075745
100,28721.7,1.02577,0.59011,0.95945,0.93474,0.94834,0.97709,0.74633,0.86434,0.41953,0.80774,0.00754975,0.00754975,0.00754975
101,28995.5,1.01046,0.59527,0.94643,0.93797,0.94853,0.97902,0.74674,0.86337,0.41985,0.80744,0.007525,0.007525,0.007525
102,29269.4,1.02699,0.58294,0.97102,0.93948,0.94834,0.97906,0.74599,0.86381,0.4182,0.80716,0.00750025,0.00750025,0.00750025
103,29546.9,1.00569,0.58725,0.96093,0.93643,0.94834,0.97715,0.74564,0.86472,0.41928,0.80662,0.0074755,0.0074755,0.0074755
104,29822.2,1.03261,0.59673,0.96131,0.94145,0.94939,0.97914,0.74679,0.86371,0.41783,0.80623,0.00745075,0.00745075,0.00745075
105,30093.8,1.01426,0.57801,0.96121,0.94138,0.94809,0.97919,0.74677,0.86457,0.4179,0.80649,0.007426,0.007426,0.007426
106,30371.9,1.02216,0.59722,0.96596,0.94146,0.95203,0.97936,0.74671,0.86456,0.4175,0.80635,0.00740125,0.00740125,0.00740125
107,30649.1,1.04249,0.60058,0.96299,0.9413,0.9467,0.97957,0.74601,0.86453,0.41849,0.80652,0.0073765,0.0073765,0.0073765
108,30918,1.0071,0.58257,0.96276,0.94129,0.94665,0.97961,0.74644,0.86374,0.41801,0.80664,0.00735175,0.00735175,0.00735175
109,31195.8,1.03184,0.59893,0.96525,0.94129,0.94659,0.97964,0.74697,0.86491,0.41739,0.8064,0.007327,0.007327,0.007327
110,31473.3,1.03324,0.58789,0.96459,0.9413,0.94673,0.97945,0.74779,0.86393,0.41783,0.80598,0.00730225,0.00730225,0.00730225
111,31742.4,1.0409,0.60195,0.96948,0.93681,0.95203,0.9794,0.7455,0.86239,0.41653,0.80548,0.0072775,0.0072775,0.0072775
112,32019.9,1.04204,0.59856,0.9736,0.93631,0.95203,0.97915,0.74627,0.8608,0.41645,0.80552,0.00725275,0.00725275,0.00725275
113,32297.5,1.00208,0.56873,0.95326,0.93752,0.95203,0.97926,0.74584,0.85934,0.41624,0.80514,0.007228,0.007228,0.007228
114,32567.3,1.01134,0.56958,0.9674,0.93923,0.94465,0.97917,0.74738,0.85792,0.41516,0.80453,0.00720325,0.00720325,0.00720325
115,32845,1.0202,0.59948,0.96567,0.93777,0.94526,0.97905,0.74814,0.85631,0.41506,0.80454,0.0071785,0.0071785,0.0071785
116,33123.1,1.02717,0.59585,0.96551,0.9329,0.95203,0.97894,0.74799,0.85614,0.41361,0.80477,0.00715375,0.00715375,0.00715375
117,33392.1,1.00583,0.57651,0.94528,0.93243,0.95203,0.97874,0.74777,0.85564,0.41314,0.80411,0.007129,0.007129,0.007129
118,33669.4,1.03388,0.5915,0.96106,0.93498,0.95514,0.97861,0.74875,0.85502,0.41241,0.80413,0.00710425,0.00710425,0.00710425
119,33946.7,1.00015,0.56398,0.95091,0.93499,0.95521,0.97861,0.74894,0.85487,0.4121,0.80398,0.0070795,0.0070795,0.0070795
120,34218.7,1.01704,0.5791,0.95588,0.93454,0.95572,0.9786,0.7491,0.85386,0.41312,0.80359,0.00705475,0.00705475,0.00705475
121,34620.7,0.97127,0.56661,0.94603,0.93472,0.95111,0.97853,0.7494,0.85296,0.41324,0.80327,0.00703,0.00703,0.00703
122,35132.9,1.0304,0.58061,0.9587,0.93448,0.95203,0.97854,0.74926,0.85359,0.41097,0.803,0.00700525,0.00700525,0.00700525
123,35637.6,0.99501,0.57451,0.94676,0.93438,0.95203,0.97862,0.748,0.85284,0.41143,0.80297,0.0069805,0.0069805,0.0069805
124,36140.3,1.01662,0.57461,0.96708,0.93807,0.95022,0.97868,0.74955,0.85185,0.41203,0.80293,0.00695575,0.00695575,0.00695575
125,36653.9,1.01363,0.57009,0.95996,0.93797,0.94851,0.97853,0.74947,0.85034,0.41049,0.80373,0.006931,0.006931,0.006931
126,37039,1.02784,0.59893,0.96236,0.93808,0.94834,0.9786,0.74864,0.85012,0.41051,0.80345,0.00690625,0.00690625,0.00690625
127,37307.3,0.98774,0.55521,0.94815,0.93861,0.94834,0.97855,0.74773,0.84893,0.4085,0.80249,0.0068815,0.0068815,0.0068815
128,37584.2,1.01358,0.57769,0.95434,0.93332,0.95572,0.97858,0.74848,0.8483,0.40872,0.80294,0.00685675,0.00685675,0.00685675
129,37860.5,1.00542,0.56891,0.95117,0.92865,0.96056,0.97881,0.74757,0.84866,0.40814,0.8022,0.006832,0.006832,0.006832
130,38130.3,1.00036,0.55311,0.95678,0.92851,0.95848,0.97897,0.74809,0.84889,0.40835,0.80205,0.00680725,0.00680725,0.00680725
131,38407.6,0.99359,0.55759,0.96741,0.92873,0.96169,0.97908,0.74848,0.84853,0.40689,0.80182,0.0067825,0.0067825,0.0067825
132,38684.9,1.01496,0.57129,0.9594,0.92874,0.96182,0.97907,0.74812,0.84744,0.4068,0.80141,0.00675775,0.00675775,0.00675775
133,38957.2,1.02957,0.56326,0.95324,0.92882,0.9631,0.97919,0.74859,0.8469,0.40657,0.80105,0.006733,0.006733,0.006733
134,39231.9,1.01755,0.57712,0.94835,0.92885,0.96346,0.9793,0.74873,0.84598,0.40561,0.80076,0.00670825,0.00670825,0.00670825
135,39509,1.00338,0.54853,0.95306,0.92887,0.96376,0.97928,0.75052,0.84526,0.40604,0.80068,0.0066835,0.0066835,0.0066835
136,39784.3,0.97647,0.56189,0.93727,0.92843,0.9631,0.97934,0.74928,0.84598,0.40509,0.80067,0.00665875,0.00665875,0.00665875
137,40057,1.01035,0.57659,0.95573,0.92772,0.9631,0.97921,0.75123,0.84625,0.40551,0.80059,0.006634,0.006634,0.006634
138,40348.5,0.97344,0.5628,0.94082,0.9258,0.96679,0.97931,0.75189,0.84651,0.40531,0.80038,0.00660925,0.00660925,0.00660925
139,40857.4,0.99216,0.55393,0.9452,0.92256,0.96709,0.97918,0.75209,0.84506,0.40573,0.80022,0.0065845,0.0065845,0.0065845
140,41353.9,0.96525,0.55039,0.94297,0.92241,0.96506,0.97925,0.75168,0.8459,0.40612,0.80035,0.00655975,0.00655975,0.00655975
141,41863.7,0.97118,0.55191,0.94458,0.92277,0.9631,0.9795,0.75377,0.84534,0.40546,0.80008,0.006535,0.006535,0.006535
142,42376,0.98562,0.57048,0.94186,0.92471,0.9631,0.97969,0.75346,0.84596,0.40532,0.80024,0.00651025,0.00651025,0.00651025
143,42858.4,0.98012,0.56468,0.93194,0.91684,0.97641,0.98,0.75461,0.84464,0.40481,0.79998,0.0064855,0.0064855,0.0064855
144,43137.3,0.9786,0.55007,0.95382,0.92268,0.9631,0.98004,0.75535,0.84443,0.40394,0.79967,0.00646075,0.00646075,0.00646075
145,43414.4,0.98929,0.54901,0.94579,0.91668,0.97786,0.98,0.75554,0.84442,0.40539,0.79943,0.006436,0.006436,0.006436
146,43687,1.00379,0.5649,0.96002,0.91644,0.97786,0.98018,0.75469,0.84343,0.40559,0.79892,0.00641125,0.00641125,0.00641125
147,43962.7,1.01272,0.57393,0.96334,0.9198,0.97332,0.98052,0.75541,0.84375,0.40611,0.79898,0.0063865,0.0063865,0.0063865
148,44239.3,0.96852,0.53442,0.94153,0.91986,0.97417,0.98072,0.7553,0.842,0.40542,0.79862,0.00636175,0.00636175,0.00636175
149,44513.5,0.98607,0.55572,0.94798,0.91977,0.97293,0.98071,0.75703,0.84325,0.40533,0.79857,0.006337,0.006337,0.006337
150,44786.4,0.98828,0.55093,0.94165,0.91976,0.97287,0.98075,0.75703,0.8431,0.40551,0.79842,0.00631225,0.00631225,0.00631225
151,45062.6,0.97379,0.55033,0.94394,0.91885,0.97048,0.98105,0.75699,0.84219,0.40458,0.79842,0.0062875,0.0062875,0.0062875
152,45339.1,0.97031,0.54617,0.94477,0.91808,0.97048,0.98137,0.75587,0.84296,0.40333,0.79879,0.00626275,0.00626275,0.00626275
153,45608.5,0.97431,0.54503,0.94401,0.92245,0.97048,0.98191,0.75521,0.84295,0.40307,0.79843,0.006238,0.006238,0.006238
154,45887.1,0.95186,0.53933,0.93096,0.92594,0.97048,0.98197,0.75618,0.84275,0.40221,0.79872,0.00621325,0.00621325,0.00621325
155,46165.7,0.97591,0.54006,0.94288,0.92932,0.97029,0.98222,0.75628,0.84179,0.40242,0.79847,0.0061885,0.0061885,0.0061885
156,46437.4,0.96702,0.5442,0.92986,0.92702,0.97048,0.98247,0.75641,0.84098,0.40381,0.7979,0.00616375,0.00616375,0.00616375
157,46715.1,0.94464,0.52655,0.93386,0.92649,0.97048,0.98277,0.75834,0.84023,0.40333,0.79708,0.006139,0.006139,0.006139
158,46993.8,0.97784,0.55104,0.93448,0.92154,0.97417,0.98288,0.75819,0.84143,0.4019,0.79743,0.00611425,0.00611425,0.00611425
159,47265.2,0.98904,0.54467,0.94568,0.92402,0.97417,0.98288,0.75769,0.84078,0.4019,0.79806,0.0060895,0.0060895,0.0060895
160,47544,0.98957,0.54418,0.94896,0.92292,0.97417,0.9829,0.75996,0.84019,0.40105,0.79767,0.00606475,0.00606475,0.00606475
161,48045.6,0.99656,0.54504,0.95035,0.92109,0.97417,0.9829,0.75895,0.84015,0.4003,0.79765,0.00604,0.00604,0.00604
162,48617.4,0.96836,0.55619,0.94812,0.92003,0.97647,0.9832,0.76039,0.84001,0.39976,0.79746,0.00601525,0.00601525,0.00601525
163,49177.3,0.98244,0.53773,0.95093,0.92019,0.9785,0.98334,0.76042,0.8394,0.3983,0.79698,0.0059905,0.0059905,0.0059905
164,49739.8,0.95043,0.53974,0.93668,0.92024,0.97926,0.98355,0.76082,0.83967,0.39725,0.79663,0.00596575,0.00596575,0.00596575
165,50309.6,0.97094,0.54637,0.94229,0.92026,0.97946,0.9838,0.76061,0.83703,0.39902,0.79588,0.005941,0.005941,0.005941
166,50880.1,0.95177,0.52469,0.92734,0.92136,0.97417,0.98382,0.76025,0.83762,0.39851,0.79562,0.00591625,0.00591625,0.00591625
167,51336.2,0.96499,0.55772,0.94547,0.91965,0.97048,0.98411,0.76026,0.8378,0.39808,0.79621,0.0058915,0.0058915,0.0058915
168,51607,0.96009,0.54489,0.93363,0.9197,0.97048,0.98436,0.76075,0.83617,0.39708,0.79544,0.00586675,0.00586675,0.00586675
169,51883.5,0.96533,0.53741,0.95626,0.93871,0.96082,0.98459,0.76112,0.83676,0.39672,0.79545,0.005842,0.005842,0.005842
170,52158.6,0.96171,0.53832,0.94735,0.93873,0.96118,0.98455,0.76257,0.83725,0.39673,0.79552,0.00581725,0.00581725,0.00581725
171,52426.1,0.9496,0.52954,0.93351,0.93883,0.96271,0.98472,0.76236,0.83765,0.39709,0.79583,0.0057925,0.0057925,0.0057925
172,52700.9,0.95719,0.52243,0.94063,0.93884,0.96295,0.98476,0.76176,0.8375,0.39766,0.79618,0.00576775,0.00576775,0.00576775
173,52976.4,0.95526,0.52394,0.93427,0.93889,0.96374,0.98488,0.7598,0.83829,0.39612,0.79615,0.005743,0.005743,0.005743
174,53246.1,0.95097,0.52869,0.93791,0.93897,0.96508,0.98479,0.76036,0.83977,0.39585,0.79628,0.00571825,0.00571825,0.00571825
175,53519,0.96715,0.54106,0.95583,0.93877,0.96186,0.9848,0.76123,0.84054,0.39523,0.79728,0.0056935,0.0056935,0.0056935
176,53794.3,0.94282,0.53548,0.92432,0.93877,0.9618,0.98487,0.75928,0.84118,0.3942,0.79772,0.00566875,0.00566875,0.00566875
177,54068.7,0.97761,0.54946,0.94459,0.93864,0.95956,0.98479,0.75859,0.84078,0.39315,0.79768,0.005644,0.005644,0.005644
178,54335.5,0.95617,0.5308,0.93907,0.93855,0.95811,0.98483,0.75777,0.84209,0.39296,0.79762,0.00561925,0.00561925,0.00561925
179,54610.5,0.95252,0.51884,0.93144,0.93512,0.95734,0.98472,0.75768,0.84166,0.39075,0.79769,0.0055945,0.0055945,0.0055945
180,54885.6,0.95245,0.52037,0.94655,0.93508,0.95666,0.98461,0.7577,0.84144,0.39017,0.79755,0.00556975,0.00556975,0.00556975
181,55155.4,0.95987,0.53513,0.93569,0.93966,0.95572,0.98478,0.76065,0.84024,0.39004,0.79699,0.005545,0.005545,0.005545
182,55537.9,0.93142,0.51496,0.94133,0.93852,0.95758,0.98459,0.75908,0.83997,0.38767,0.79694,0.00552025,0.00552025,0.00552025
183,56107.1,0.93096,0.51681,0.92534,0.93853,0.95786,0.98464,0.75969,0.83978,0.38673,0.79723,0.0054955,0.0054955,0.0054955
184,56674.7,0.93382,0.51286,0.94086,0.93859,0.95874,0.9847,0.75979,0.83983,0.3862,0.79728,0.00547075,0.00547075,0.00547075
